,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_OC,ari_Sulfur,ari_NOx,ari_VOC,ari_NH3,ari_CH4,ari_N2O,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_solar_trend,fscale_Light absorbing particles on snow and ice,fscale_Contrails,fscale_CO2,cc_co2_concentration_1750,seed
70187,12.18713407,4.684038826,21.01105865,61.42754552,1.26157574,1.415239399,0.920881213,1.511593461,1.447044918,0.635883474,8.484074706,33.84871871,0.000491782,3.229221126,0.003233613,0.028146625,-0.002815031,-0.002897483,-6.96E-05,-1.56E-05,-0.000544977,-3.18E-06,-6.08E-05,-7.16E-06,3.70E-07,1.65E-08,4.64E-06,-10121.15765,0.000170604,0.001113381,-5.83E-05,0.000125075,-8.17E-05,0.002512336,0.96291512,0.918220275,1.098352996,1.252123709,0.939738563,0.903098774,1.002763771,0,1.463788683,0,1.050460786,278.5341017,29360376
72720,7.912697272,5.254353598,30.93412743,52.69881627,1.305960582,1.50219846,1.205328608,1.282484564,0.99301509,0.224266445,5.862683216,32.74020362,0.004037343,3.108738293,0.000755771,0.021961036,-0.004519778,-0.001876515,-4.58E-05,-7.10E-06,-0.000516062,-3.19E-07,-2.01E-05,-6.80E-06,0.009431889,7.89E-16,0.001488048,-1.302409304,0.000171615,0.001204649,-3.55E-05,0.000103547,-0.00034789,0.001489576,1.180788671,0.992447039,1.225952102,0.285086039,1.063956115,1.171465513,1.137969176,0,0.375125612,0,0.860238748,278.1472337,30371043
85114,2.132787999,5.232257517,33.64611902,120.4063092,1.431351584,2.007957654,1.543583078,1.151198181,0.644221773,0.459944772,6.47936542,32.45141296,0.003194005,2.897300567,0.001296373,0.024181258,-0.002749131,-0.002630724,-3.10E-05,1.20E-05,-0.000657607,-1.71E-06,-3.59E-05,-5.29E-06,0.002915315,3.56E-17,0.025187998,-1.767352378,0.000218947,0.001593083,-8.70E-05,4.55E-05,0.000142367,0.001962918,1.157361415,0.95037002,0.899249108,2.022422858,1.292967684,1.14991963,1.397716791,0,0.904734924,0,0.903823785,279.9753837,35316249
85326,10.69027428,3.789520775,14.03844403,130.1723547,1.466801522,2.059747594,0.8777104,0.929194076,1.32051833,0.546122709,8.516839651,37.79826064,-0.00203039,-0.93263679,0.005536403,0.015519745,-0.005990381,-0.002334681,-4.57E-05,-1.89E-05,-0.000596795,-1.54E-06,-3.53E-05,-7.48E-06,0.008101123,62.70134026,1.66E-12,-1.162015686,0.000279039,0.001268786,5.68E-06,0.000227739,-0.000254571,0.001217399,1.178775257,0.952645413,1.189787385,1.181520149,1.27301602,0.886660776,0.86807485,0,1.005536072,0,1.052835894,280.1040722,35400837
85937,2.416403327,3.992299686,6.1497651,63.79706989,1.067738717,4.437118896,1.119000543,1.240588967,1.011128536,0.466604749,7.341864978,31.00911807,0.005542234,1.698244669,0.003131516,0.003751948,-0.000564484,-0.000585643,-5.47E-05,-2.23E-05,-0.000571452,-2.51E-06,-6.07E-05,-8.00E-06,0.029173862,0.14812662,6.26E-17,-0.764396861,0.000271087,0.001373888,-3.00E-05,7.76E-05,-0.000172025,0.000871162,1.106609928,1.003270338,0.818570665,1.125007069,0.989364007,1.076959559,1.25200794,0,1.260585965,0,0.966337338,275.9440985,35644626
89888,1.306914569,4.052815972,29.74763624,185.0423483,2.007706256,1.270208917,1.297388044,0.577314431,0.625553312,0.53671618,8.67243288,35.24088576,0.000953683,2.157316531,0.002273464,0.03258141,-0.004807851,-0.002621237,-6.90E-05,-6.79E-06,-0.00054907,-1.87E-06,-5.10E-05,-7.90E-06,0.00146354,9.43E-19,0.012575412,-3.176179562,0.000289571,0.001776115,-6.09E-05,0.000106525,-0.000146527,0.001007769,1.20196644,0.897077867,0.915220425,1.291197847,0.835443435,0.870330737,1.148119525,0,0.463725078,0,1.063575302,278.1213025,37221075
90470,7.16893254,5.243458064,15.58874752,36.73967768,0.718159967,2.295146448,1.127879268,1.338522248,0.915063631,0.727196842,8.028765908,35.09476657,0.002374746,2.479262383,0.001517443,-0.009520271,-0.00189984,-0.004358391,-0.000103336,-7.25E-08,-0.000625292,-1.53E-06,-1.82E-05,-6.19E-06,0.002242263,0.001516874,0.058421899,-3.254005381,0.000243979,0.001033153,3.06E-05,0.000102065,0.000115846,0.00172649,1.040099663,1.114637527,0.949781411,1.803251758,0.318512549,0.904516902,0.838772521,0,0.169780526,0,1.017081692,277.4293999,37453293
92735,1.947461888,3.579433818,11.44100083,221.9339242,1.752659693,3.073626306,1.269529568,0.88060087,0.419394755,0.610663048,7.980767252,33.11324487,0.002969434,0.462370983,0.004277914,0.017510223,-0.001429137,-0.000419121,-6.00E-05,-2.07E-05,-0.000575785,-1.82E-06,-3.85E-05,-7.23E-06,0.015803037,4.16E-47,8.63821683,-1.687248977,0.000249153,0.001987,4.64E-05,-4.14E-05,6.78E-05,0.002382996,0.992869099,1.055822309,1.032301389,1.053337614,1.309645971,1.079731211,1.004587744,0,0.794050133,0,1.013919612,278.9450596,38357028
97963,5.744302895,2.724497663,12.66311972,90.84926035,0.758701662,3.426924526,0.774108334,1.06326421,0.624132913,0.416898193,7.554578784,32.13335255,0.0022779,0.788486394,0.004851768,0.017331847,-0.004450697,-0.001007775,-8.23E-05,-7.71E-06,-0.000564741,-3.02E-06,-4.51E-05,-6.84E-06,3.30E-07,2.83E-05,1.10E-07,-5995.971742,0.000227411,0.001268016,-9.62E-05,8.24E-05,0.000122841,0.001020163,0.755409138,1.026883402,0.861687065,0.976037685,0.618114847,1.154491278,0.997435273,0,1.594572153,0,0.98265627,280.7408026,40443000
100498,9.659036868,5.727195599,19.67194995,50.70265681,0.76622266,1.610940474,1.051475448,1.313768937,0.852563634,0.32343929,6.344255135,34.15564847,0.001814838,-0.246497716,0.004425087,0.024324589,-0.002826501,-0.002080758,-5.91E-05,5.67E-06,-0.000592368,-1.46E-06,-5.15E-05,-6.24E-06,0.030713795,556.2515166,3.39E-16,-0.891586482,0.000193817,0.001264247,1.03E-06,0.000128807,0.000285553,0.000223388,0.869357232,0.841434029,1.278434782,1.28021002,0.693196443,1.171751347,1.324322105,0,1.023662852,0,0.894880921,279.4689032,41454465
102994,25.42648766,2.65882815,14.33578658,139.6544975,1.605295363,6.083590812,0.756590563,1.098845231,2.404029602,0.559985424,9.438924832,33.44735169,0.001242808,3.420679301,0.00247701,0.015043702,-0.003950697,-0.000574436,-6.35E-05,-7.49E-06,-0.000518864,-5.74E-07,5.60E-06,-6.14E-06,0.002474255,0.00157044,0.010056258,-1.841044526,0.000221134,0.000748634,-0.000107229,-1.52E-05,0.000242472,0.00123671,1.022384183,1.017190868,1.020210173,1.017387659,1.319251337,0.666812101,0.976604328,0,0.377114701,0,1.118172086,279.6203929,42450369
105262,2.118442426,4.966183065,22.56259276,52.50932912,0.862412816,4.270733516,1.820554678,1.82295788,0.689693033,0.538534674,8.845433696,39.37707779,-0.004084517,-1.213210641,0.005828674,0.004817104,-0.006306376,-0.003558978,-7.47E-05,-3.59E-05,-0.000566306,-2.40E-06,-4.49E-05,-6.94E-06,0.00704987,0.000147679,6.60E-12,-1.618162191,0.000206751,0.0016097,-8.95E-05,0.000114142,-1.76E-06,0.001907358,0.985975064,1.098352397,0.962981964,1.463934058,1.435677883,1.002975397,1.351071634,0,1.494103914,0,1.076256885,280.1010507,43355301
106901,16.01440098,3.644755832,13.72481075,99.35090057,1.46309278,2.017297292,0.525825526,1.159507792,1.356631171,0.224002953,6.455440078,30.02564047,0.008842075,1.128151402,-0.000395973,0.025593995,-0.003035196,-0.002233548,-8.75E-05,-3.18E-05,-0.00056559,-1.31E-06,-2.36E-05,-7.01E-06,0.007840991,3.90E-15,0.023439374,-1.232763432,0.000220831,0.001484018,-5.56E-06,0.00012914,-0.000268803,0.001681313,0.945685209,0.88207367,0.877097828,1.913544187,0.986122408,0.972357199,1.21031137,0,1.201690903,0,0.902131205,278.0337539,44009262
108645,1.817162554,3.738429817,9.180078106,93.30883304,1.064967395,2.94048159,1.101307075,1.504009763,0.502576519,0.402633346,7.264655832,35.00738071,0.002847768,0.573623411,0.002195242,0.025154816,-0.003540768,-0.001283197,-6.93E-05,-1.78E-05,-0.00054163,-3.81E-06,-1.47E-05,-8.87E-06,0.007501265,52.02705456,0.119158747,-0.693591811,0.000208662,0.001446642,-6.12E-05,0.000139304,7.80E-05,0.000422897,0.897134814,0.961260243,0.993731767,1.778755603,1.788592769,1.012409196,0.850762617,0,1.201807887,0,0.960776056,278.711469,44705118
109132,9.648786908,4.828347452,16.64521117,78.7782166,1.603066464,2.213580505,0.92074224,1.201161642,0.838767715,0.520920965,8.90118942,29.13570123,0.008021509,1.679132447,0.000157691,0.031842137,-0.000594069,-0.004748279,-7.05E-05,-3.07E-06,-0.000541776,-2.81E-06,-4.00E-05,-5.86E-06,4.16E-07,0.000653943,2.05E-05,-85.72853073,0.000213621,0.000951452,-2.97E-05,0.000110696,0.000164302,0.000406354,1.219036076,1.008361793,0.979428327,0.690105716,0.853962358,1.231509302,0.666663593,0,0.765243682,0,1.080159721,279.7940962,44899431
109556,4.850262819,4.632391213,28.56596641,57.35767214,1.029423291,2.418564291,1.261549265,1.45908877,0.372951696,0.397837288,7.453775079,38.59665818,-0.002331329,-0.72717896,0.005297309,0.02707779,-0.003656264,-0.003053628,-5.39E-05,7.41E-07,-0.000585001,-3.67E-06,-3.26E-05,-8.62E-06,2.16E-06,0.000359285,1.02E-05,-484.6055306,0.000236122,0.000868808,-7.77E-05,0.000133959,-0.000363777,0.002051233,1.069753077,0.946992662,0.840774744,0.700630673,0.948425008,0.850797725,0.976812164,0,1.32424855,0,0.975539256,279.0581723,45068607
109622,1.577248661,5.588550357,23.52252021,49.28362073,1.190057742,3.052376027,1.620100498,1.829170106,0.467880416,0.483083263,6.974078028,32.09963836,0.006853334,0.161925503,0.00016611,0.052000726,-0.003529153,9.43E-05,-5.21E-05,-3.38E-05,-0.000599211,-2.46E-06,-4.31E-05,-5.43E-06,5.76E-07,1.99E-85,3.57E-07,-17195.40911,0.000286047,0.001531808,-9.84E-05,2.92E-06,0.000128917,0.001947537,1.038885285,1.16036421,1.126486315,1.284353379,1.411365959,0.88780799,0.554135959,0,0.834629242,0,0.939456999,280.7456468,45094941
110771,12.98309364,4.050534916,18.82942464,37.14216054,1.093615333,2.094792226,1.142345958,1.228621927,1.438480242,0.690967191,8.40030516,39.32554509,-0.002017845,1.111978351,0.003988191,0.003939893,-0.003790935,-0.003487935,-9.85E-05,-1.60E-05,-0.000598632,-1.48E-06,1.76E-06,-8.55E-06,0.007080147,1.438372952,7.96E-18,-0.762357309,0.00021944,0.001240024,-2.61E-05,4.99E-05,8.51E-05,9.63E-05,1.153517516,1.00319393,1.094101063,-0.738149171,1.021721023,1.022351806,0.761666029,0,0.971792663,0,1.044445396,274.7862839,45553392
111823,8.095893427,3.880316313,13.72140681,105.0873573,1.032054415,2.687792989,0.716000128,0.569010562,0.887633257,0.355810451,7.331287401,34.64111014,0.003120616,0.826492671,0.001216795,0.041371935,-0.005655991,-0.003190146,-8.73E-05,-4.74E-06,-0.000537955,-4.45E-06,-2.79E-05,-8.10E-06,0.00503563,0.50387399,0.0235923,-0.753611353,0.000208787,0.001175011,-0.000165777,1.01E-05,-0.000193044,0.00015697,0.907130967,0.974767037,0.815259099,-0.044118588,0.248723514,1.010452009,1.094335153,0,0.638827109,0,0.96555525,279.1469555,45973140
113849,7.120126928,4.188896057,7.519469022,18.32816493,2.131954761,4.330613535,1.242586259,1.680034004,1.467665127,0.45067676,9.246188123,29.31647795,0.005176207,5.601452635,-0.001067988,0.007340871,-0.004835262,8.18E-07,-5.30E-05,-1.98E-05,-0.000582019,-1.43E-06,-1.67E-05,-7.24E-06,0.005065736,0.000482569,1.53E-17,-0.784929436,0.000248725,0.001022143,0.000122164,4.47E-05,-0.000103542,0.000498955,0.975892331,0.993386574,0.94703526,1.456772385,1.176509721,0.869955869,0.905967075,0,2.047551416,0,1.104120408,278.1994163,46781514
113878,7.62960111,2.760413164,17.52684918,26.95277522,0.668001932,3.721835713,1.031308264,1.574318219,1.080604143,0.490552253,5.855118032,36.10644545,0.002391058,0.743420217,0.002308431,0.006793858,-0.002901388,-0.003224148,-4.58E-05,-4.46E-05,-0.000568323,-1.29E-06,-5.22E-05,-6.78E-06,4.07E-07,1.08E-07,0.000127355,-601.4463822,0.000222653,0.001390121,-0.000191729,6.50E-05,4.94E-05,0.001276613,1.068104383,1.106867679,1.171005039,0.936048761,1.221937177,1.088784682,1.434167323,0,0.521141726,0,0.859514713,276.6009868,46793085
114611,4.495696404,5.682974322,26.23041032,67.26112022,1.321831397,1.863076726,1.473068818,1.476791317,0.420954393,0.180689638,5.714944403,29.34954758,0.004927842,2.016869071,0.003345995,0.025852911,-0.003290985,-0.003941923,-6.74E-05,-8.83E-06,-0.000579649,-2.59E-06,-4.99E-05,-7.62E-06,9.53E-07,8.04E-06,2.00E-07,-3395.992795,0.000260229,0.001404303,-8.58E-05,7.96E-05,0.000365595,0.001370895,1.065666085,0.979140244,1.099465642,0.686583284,0.649250093,0.950993108,1.385177308,0,0.657129335,0,0.848693572,281.5976381,47085552
116866,8.114698786,2.531993934,9.124389998,89.6099398,0.834913367,3.573615349,0.8587197,1.318375958,0.85824271,0.440395038,8.153297921,30.19561447,0.006657315,2.125320181,0.00162953,0.023803209,-0.003946377,-0.004993022,-3.78E-05,-8.43E-06,-0.000552175,-2.41E-06,-1.70E-05,-6.42E-06,8.07E-07,0.001691288,5.91E-07,-105.5874371,0.000267154,0.001963889,1.29E-05,0.000138196,0.000280751,0.00076183,1.022143663,1.136327854,1.009581243,0.856202181,0.969869003,0.807450624,1.441565758,0,0.653573672,0,1.025700863,278.0451712,47985297
118146,1.01362219,5.274599923,36.16037605,50.56836729,1.496180336,2.306170857,1.707493904,1.74083744,0.570321092,0.48717447,5.591210443,35.8477923,-0.00061294,0.141884329,0.005442662,0.037395126,-0.004071157,-0.001191555,-7.87E-05,-1.37E-05,-0.000494346,-1.35E-06,-4.91E-05,-6.23E-06,1.00E-06,6.95E-08,7.09E-07,-4327.632708,0.000233735,0.001477798,-7.56E-05,2.48E-05,-0.000228693,0.002673009,0.90791922,1.107211153,1.03535405,-1.535041474,1.340916497,0.839823141,0.915751802,0,1.065055466,0,0.84042501,279.3579947,48496017
118468,4.110607436,6.308489933,12.2594786,83.7596833,1.092698932,2.235706516,1.299750717,1.720466762,0.681820057,0.652381253,8.14419107,32.64473278,0.003471679,2.185987069,0.002799954,0.018779231,-0.002246535,-0.000434986,-6.88E-05,-1.98E-05,-0.000612348,-2.09E-06,-3.96E-05,-8.48E-06,4.62E-07,6.83E-93,6.09E-06,-9404.512765,0.000267258,0.000882849,-0.000120778,9.19E-05,0.000344233,0.001215932,1.168171329,0.823477255,1.033128891,1.571427318,1.006523718,1.008601301,1.11720554,0,2.719470727,0,1.024939692,277.360807,48624495
121328,22.58368099,2.164339032,11.35095864,100.6279632,1.839294964,5.165166814,0.87998992,1.23426817,2.375291709,0.352546916,8.192761906,37.97668114,0.000119206,1.77805833,0.001810259,0.014336048,-0.002689051,-0.001413231,-4.65E-05,-2.61E-05,-0.000592639,-1.57E-06,-2.32E-05,-7.36E-06,0.021018729,0.461654601,1.81E-17,-0.199626347,0.000162261,0.000972549,-0.000103838,0.000139529,3.28E-05,0.001761451,0.850967934,0.84347824,1.008253664,0.953818504,0.714329104,0.953214893,0.609148661,0,1.01866869,0,1.028625518,275.3442468,49765635
122307,3.106069943,4.706892858,4.897714552,52.45077694,0.91767519,5.118556421,0.985004889,1.776348982,0.747835896,0.453597122,9.110766557,34.97706626,0.002063614,3.147813922,0.001718289,0.014421425,-0.00767638,-0.00170476,-4.52E-05,-1.73E-05,-0.000528614,-2.37E-06,-3.52E-05,-6.67E-06,1.10E-06,0.000670761,4.80E-06,-329.9717205,0.000212907,0.001613971,-0.000175204,0.000219905,-0.000537668,0.001082635,1.038328504,1.000583991,1.09287624,2.380653042,0.808401195,0.947279383,0.948314765,0,0.955664195,0,1.095006998,276.1401002,50156256
124359,6.14627644,3.933274586,15.46224642,300.2842871,2.050672221,2.080296156,0.929818089,0.341799705,1.088147458,0.745786546,8.530073269,36.93188482,-0.0013046,3.031380995,0.001660637,-0.00237604,-0.005539674,-0.002104439,-5.37E-05,-2.35E-05,-0.000560979,-1.45E-06,-5.30E-05,-8.40E-06,0.011951155,0.215006061,5.60E-11,-0.633811109,0.000249485,0.001406206,-7.23E-05,6.00E-05,-6.64E-05,0.001730018,1.047636695,1.097315038,0.90745413,0.711402061,0.418668105,0.853467122,1.128370856,0,0.925355418,0,1.053870761,279.6299811,50975004
125036,8.924949847,6.391165691,16.76091498,17.0023544,0.976037306,0.976371811,0.914501443,1.52295938,0.896064412,0.399757105,5.882212078,35.75083151,-0.000258924,3.728233735,0.002742084,0.035870128,-0.002610319,-0.004084736,-4.44E-05,2.02E-05,-0.000546906,-1.71E-06,1.82E-07,-7.09E-06,4.09E-07,1.44E-05,3.54E-07,-9434.413429,0.000169124,0.001344359,-3.64E-05,0.00018241,-7.91E-06,0.001727691,1.055792838,0.976086507,0.926302201,1.604188535,0.887045013,0.893717795,0.712244616,0,0.993415682,0,0.861821177,276.6284295,51245127
125340,3.45445036,3.433064281,9.197691845,70.97921038,0.601723769,3.981035192,0.869286827,1.361748083,0.822273185,0.460146211,8.128797834,37.83587199,-0.003100616,2.828172357,0.003261295,0.025518515,-0.002101987,-0.005027537,-5.62E-05,-1.71E-05,-0.000537942,-2.46E-06,-6.07E-05,-7.17E-06,4.63E-07,1.59E-87,9.40E-06,-5667.898188,0.000259084,0.001406712,-0.000153987,0.000175847,0.000309868,0.000583992,1.271137017,1.035176353,0.921325741,0.70353317,1.035444682,0.802200409,0.787276933,0,0.680918113,0,1.024014733,278.3515324,51366423
125832,5.950662944,4.145168384,12.55855668,58.39341771,1.295639307,2.854783369,1.171128128,1.592655147,0.691782037,0.403022658,6.617451319,35.20257994,0.000736442,2.422357983,0.002840451,0.016084628,-0.003665163,-0.002041405,-7.23E-05,-1.15E-05,-0.000601164,-1.64E-06,-2.95E-05,-9.39E-06,0.037117101,2.23E-32,0.001116192,-0.35954647,0.00020474,0.00175392,-5.40E-05,0.000138161,-6.52E-05,0.000722602,0.936057496,0.924829801,1.119441128,0.547369,0.687890864,0.94897302,0.635684842,0,0.170863558,0,0.914399791,277.0968042,51562731
127561,3.245481324,3.668982945,9.473724516,157.8141735,1.204803756,2.932185588,0.637453266,1.245986165,0.716680635,0.544990311,8.337194229,29.77860728,0.007704088,2.548517145,-0.000913538,0.028725578,-0.005848471,-0.003447234,-5.88E-05,1.50E-07,-0.00057165,-2.93E-06,-4.06E-05,-6.34E-06,0.009651204,0.120310253,1.99E-11,-0.859575761,0.000294079,0.001011311,-0.000157012,9.81E-05,-2.03E-05,0.000578355,0.956540237,0.916750744,1.185988734,2.169561349,1.075123081,1.041030385,0.935747127,0,-0.003357229,0,1.03898002,279.3426105,52252602
129393,19.76470764,3.010443479,10.99864413,16.92362199,1.514087883,4.803302471,1.079732776,1.495794233,2.049906732,0.29752261,9.300696494,36.43570828,-0.00127701,2.573221128,0.003515145,0.006962276,-0.00316318,-0.004814786,-5.21E-05,-2.86E-05,-0.00052153,-7.61E-07,-2.63E-05,-7.52E-06,0.003856691,0.021873854,0.032139841,-1.553684483,0.000317887,0.001150575,-6.69E-05,0.000138918,0.000328431,0.001005861,1.100320421,0.844621983,1.123852219,1.718620689,1.273598701,0.809763212,1.178485638,0,0.096464967,0,1.108633353,278.4510208,52983570
132065,4.288158471,4.669345764,10.55748752,55.11879778,0.635460463,2.248606659,0.842586871,1.324650991,0.644332416,0.387915114,6.809814457,34.09158146,0.003103367,-0.717461997,0.004062785,0.020595596,-0.004779536,-0.002638802,-8.02E-05,-2.68E-06,-0.000538045,-1.62E-06,-5.84E-05,-6.66E-06,0.019329961,1.40E-35,0.353743428,-1.496282573,0.000269672,0.001068119,-0.000207035,0.000133693,-9.42E-06,0.001344653,0.988486613,1.073949941,1.139940525,0.488802155,1.133490876,1.276997977,1.033958712,0,1.026048231,0,0.928074528,278.8528557,54049698
132984,14.83181358,5.165701856,31.91702795,55.66089347,1.335295203,0.992593844,1.255201646,1.210221144,1.242408743,0.430117749,8.26473013,27.51883076,0.011719493,1.95896053,-0.000443231,0.019976109,-0.001772755,-0.002110707,-6.96E-05,-1.14E-05,-0.000486356,-1.58E-06,-2.54E-05,-6.76E-06,0.006461104,7.488936445,2.17E-18,-1.105550108,0.000225337,0.001265926,4.68E-05,6.85E-05,0.000228001,0.001921085,0.875225639,1.066598933,0.890438335,1.053085668,0.376108248,1.110747387,1.004986,0,0.590891373,0,1.033842422,276.5784474,54416379
135852,9.124208367,5.36053743,18.28807617,103.0664864,1.434940727,2.712235479,0.895634221,1.561235052,0.736213853,0.441562703,8.167377015,36.00214777,0.002955596,0.189801157,0.001855326,0.037659392,-0.001265188,-0.000940192,-8.50E-05,-2.02E-05,-0.000593339,-2.59E-06,-2.75E-05,-7.73E-06,0.008697179,0.005006584,0.006141954,-1.630350976,0.000239406,0.001429769,-9.91E-05,0.000129816,-9.37E-05,0.001832319,1.292731633,1.0682928,0.992993336,1.025722579,0.751575192,0.841381022,0.585326822,0,0.317573718,0,1.026802411,276.2296187,55560711
136264,2.164941876,4.096132257,8.323558479,65.06723699,1.055990337,2.606327284,1.218121974,1.551655172,0.311079674,0.447766993,7.181415737,29.42615493,0.007180613,3.115619388,0.001779581,0.021331949,-0.004363885,-0.003616122,-9.29E-05,-2.04E-05,-0.000533761,-1.44E-06,-3.16E-05,-8.53E-06,0.00638597,0.061413361,2.39E-18,-0.952539751,0.000237723,0.001348555,-8.89E-06,4.93E-05,2.79E-05,0.001564165,0.718271927,0.957621343,1.041606117,0.567033348,1.247716522,1.336394802,1.142877629,0,1.290261252,0,0.954538197,276.105204,55725099
138731,9.829372987,4.628847672,15.76662046,123.0603335,1.58310664,1.824549543,0.953798309,1.210466271,1.48540164,0.510174904,7.432601168,31.18330407,0.004797111,3.867359761,0.000470492,0.019811174,-0.00140595,-0.003594888,-7.20E-05,-1.11E-05,-0.000480207,-2.14E-06,-2.33E-06,-6.42E-06,0.031816932,7.76E-34,1.59E-13,-0.297104071,0.000151977,0.000981104,-2.61E-05,0.000242915,-0.000479214,0.001056747,1.025357818,0.891543061,0.978766414,0.508204533,0.543637512,0.92879691,1.402952134,0,1.075891988,0,0.974067812,278.208787,56709432
139323,1.994813603,4.91555218,8.797431765,50.01232333,1.350635587,3.3072642,0.993758057,1.269156561,0.436270456,0.398345071,7.563177579,35.53872095,0.003427894,-0.410058677,0.003311349,0.010119963,-0.002340584,-0.003004922,-7.35E-05,-2.17E-05,-0.000529282,-2.29E-06,-2.86E-05,-5.79E-06,0.027592175,1.13E-36,0.100582892,-0.717101948,0.000226126,0.001299822,-4.23E-05,0.000191616,-0.000103352,9.22E-05,1.036556233,1.060203729,1.042630241,0.974932248,1.291529335,1.213763927,1.024052369,0,0.473634734,0,0.983315495,275.7422938,56945640
140928,4.525547679,6.43920819,19.80723966,78.44670867,0.755050434,0.527506143,1.263706483,1.202171207,0.3789887,0.364703664,6.387207329,33.00861306,0.005316531,4.745541402,-0.001534141,0.026081238,-0.002023126,-0.002610197,-6.03E-05,-1.21E-05,-0.000510215,-3.97E-06,-4.23E-05,-7.17E-06,4.67E-07,1.36E-92,1.16E-05,-5344.352221,0.000251327,0.001255982,-0.000230171,7.39E-05,-0.000205821,0.001376932,0.922980529,0.889631146,1.28150235,0.851891035,1.106834603,1.004325805,0.85377889,0,0.027064493,0,0.897662271,275.5695451,57586035
141240,3.213888391,4.251412193,6.128476472,176.0799251,1.391548902,2.926892105,0.905907069,1.153878255,0.867238833,0.553233285,8.284937698,32.21533758,0.0065144,0.377999846,0.000925813,0.021220568,-0.003469939,-0.001772601,-6.79E-05,-3.62E-05,-0.000497358,-2.24E-06,-1.28E-05,-8.58E-06,0.038901023,1.39E-39,2.50E-12,-0.474687406,0.000224039,0.000869796,-6.58E-05,7.55E-05,0.000142635,0.0008676,0.951689462,1.0531361,0.733844069,0.638133501,0.722554163,1.252402724,1.370026396,0,1.325774862,0,1.035052403,278.7992799,57710523
141672,10.3027703,3.56858241,24.89435763,55.48088884,1.405509719,2.102291558,1.162794813,1.246784351,0.99810866,0.216698859,7.050165861,32.37133256,0.006819415,2.300604332,-0.000993281,0.011979143,-0.003279107,-0.003233614,-6.25E-05,-1.03E-05,-0.000596624,-3.00E-06,-2.94E-06,-6.84E-06,0.003037903,2.20E-18,0.000470183,-3.261940864,0.0002733,0.001414599,9.32E-05,0.000167776,-0.000202851,0.001256065,1.089793105,0.991934456,0.914147117,0.503641152,0.758821066,1.258402735,0.964587318,0,1.082894466,0,0.944468772,277.6187084,57882891
